GEOID,percent_flood_100,percent_flood_500,percent_tidal,blue_percent,asthma,diabetes,vulnerable_age,minority_rate,old_home_rate,low_income_rate,unemployment_rate
11001009810,36.26954755,41.45928071,0,3.004547788,14.2,14,8.759124088,97.81021898,93.49457882,68.63957597,41.75531915
11001010800,0,1.352689051,0,11.14391961,12.9,1.9,0.803212851,41.53455929,58.73015873,61.6171955,56.05771271
11001011100,16.89303807,18.22129078,7.368171543,8.696106611,12.1,13.4,24.69408225,87.78335005,80.10939831,39.5148248,40.88607595
11001009000,6.850589083,7.411884385,0.916348422,4.474029669,11.7,12.7,33.07964121,89.26338679,50.79872204,34.91397398,33.4798995
11001009102,0,0,0,5.718637487,12.2,10.4,23.13878676,79.04411765,67.23518851,39.46957878,28.17910448
11001009811,3.85412198,5.732333617,0,0.689679037,14.3,12.8,13.77514793,98.36686391,88.97321429,47.40078256,33.99602386
11001001002,0,0,0,10.07796602,10.1,5,15.8004779,18.10035842,75.32299742,15.59633028,26.09596134
11001007807,5.308548584,9.150018837,0,1.617210452,13.1,13.3,17.64230925,98.18328623,73.08085977,48.31338411,41.87596105
11001007806,0.224090795,0.245767318,0,25.64276803,13.1,11.8,29.47903431,92.67259636,95.17786561,49.26913156,46.82377049
11001007808,9.359043867,14.71381809,0,2.74003444,13.5,14.6,13.34957369,98.83069428,77.72357724,38.84615385,44.56415279
11001009201,0,0,0,2.86893689,10.5,5,14.22498365,45.71615435,42.60586319,33.43677269,28.50375049
11001009203,0,0,0,1.856872046,11.2,8.3,19.57831325,73.25301205,91.18210863,16.16613419,29.26662097
11001009301,0,0,0,2.430541625,10.5,8.6,15.20070838,59.26800472,72.00772201,8.256880734,23.04029304
11001009302,0,0,0,2.629579568,10.8,7.5,11.09280615,62.38330588,48.84366327,18.07228916,10.62771908
11001001100,0,0,0,2.181764481,9.3,7.2,28.3717835,32.43123336,73.27952421,26.8115942,34.67191601
11001001200,0,0,0,1.472005958,9.2,5.6,26.23646784,25.32371046,93.78062571,19.83739837,30.15013537
11001001401,0,0,0,2.116710078,9,6.1,27.46690734,36.70276775,94.84463277,12.58327165,22.02501008
11001010900,63.89937404,66.19319025,56.07210774,64.58209781,14.3,12.7,15.5290611,97.49627422,97.37196765,72.50554324,41.4039039
11001010400,0,0.395886162,0,5.116983288,13,14.8,15.10594668,90.70403281,92.28308677,33.0079858,31.53423288
11001009903,0,0,0,0.341724836,11.9,10.7,21.05751391,92.30055659,63.7434555,31.10119048,25
11001009904,0,0,0,1.344819621,13.1,12.3,16.21696035,97.35682819,45.53571429,33.81607531,32.54414125
11001009905,0,0,0,0.464177074,13,12.3,18.69893149,98.30295412,79.6460177,42.80094414,39.15789474
11001009906,0,0,0,0.643370199,12.6,13,30.7120743,94.92260062,89.33951333,33.86666667,42.65842349
11001002102,0,0,0,11.79729282,11.4,10.8,17.05334127,84.43386873,86.37059724,24.16737831,26.63085188
11001002201,0,0,0,0.8544275,10.8,9.5,20.35206918,52.03829524,96.99812383,10.85192698,32.78889343
11001002202,0,0,0,1.137704639,10.8,9.4,24.72118959,71.71623296,100,24.15153907,27.32945092
11001002301,0,0,0,1.042836084,10.4,8.4,20.03154574,74.70031546,86.69201521,24.79201331,18.38417148
11001006400,34.80240573,52.74914132,26.77937301,33.80560723,13.7,12.1,19.71121558,79.14707858,53.7173806,40.14336918,37.19438878
11001006500,0,1.66827009,0,4.770690642,9.9,5.9,24.51941938,27.26559435,79.90105133,17.28937729,29.45521699
11001006600,0,0,0,5.092966227,9.2,4.9,23.48837209,20.3255814,81.28469469,14.75710357,18.5408667
11001006700,0,0,0,3.033724607,9.2,4.9,31.09414758,15.44529262,95.71020019,6.99568759,25.6147541
11001006802,0,0,0,1.102546016,10,5.9,18.72791519,40.81272085,79.11504425,6.698564593,19.43031536
11001007408,0,0,0,1.239652155,15.6,14.6,24.78176528,97.13870029,83.58681876,77.70745429,44.45385267
11001007409,9.621584161,10.1150638,0,1.068216599,15.7,14.8,21.40537349,99.52760555,68.73958912,58.72291904,42.81789639
11001007809,4.432059967,5.469172755,0,0.700468873,13.3,14.2,29.19591576,96.5539247,94.48529412,40.01677852,26.99414151
11001009400,0,0,0,0.919767053,10.6,10.5,24.82883609,76.11759968,96.57142857,17.36073553,28.88663454
11001009503,0,0,0,1.957942229,11.1,12.3,25.59627691,75.42175684,97.06115965,15.9733777,35.60384455
11001009504,0,0,0,1.41852169,10.8,10.3,35.29799144,66.61178795,84.31528662,32.12520593,44.40420138
11001009505,0,0,0,1.075314294,11,10.7,14.09121852,88.81325165,62.02020202,28.16675575,24.23806786
11001009907,0,0,0,1.935293128,13.6,13.4,13.81610291,98.66603144,96.29981025,44.21534937,26.97819315
11001002501,0,0,0,2.783356325,9.8,8.5,17.72727273,63.32167832,87.83410138,9.339622642,32.43858053
11001002302,0,0,0,12.61776366,9.3,10.8,39.79193758,66.38491547,65.03178928,24.97013142,54.48379804
11001002400,0,0,0,1.8659111,10.6,6.9,17.8313253,57.96519411,84.375,15.9602649,26.53940887
11001007000,0,0,0,2.038322536,9.1,4.6,27.09179529,28.39155158,75.04065041,6.433301798,21.27246236
11001007100,27.00905369,28.49539495,22.19685007,25.39088898,11.3,8,11.96556671,63.95982783,53.65853659,28.07129217,38.71595331
11001006900,0,0,0,3.853952281,9.5,5.4,14.96738757,27.7720563,65.22024984,5.531609195,13.57374392
11001009507,0,0,0,0.33085163,11.4,12.5,30.25672372,90.46454768,97.27126806,33.9011925,39.22829582
11001009508,0,0,0,2.005447305,10.7,9.6,20.94629156,95.8056266,44,30.37234043,46.87780102
11001009509,0,0,0,0.854112722,11.3,10.8,28.10018326,77.94746487,86.40226629,11.3832853,28.15829528
11001009700,4.808285145,6.369556291,0,1.042226454,13.3,14.8,35.02475248,98.60767327,36.18248558,51.14461195,46.21183566
11001009801,12.48631924,13.69972673,0,0.857192269,14.7,16.7,38.31325301,96.57831325,85.58178752,72.71906052,55.06287227
11001002801,0,0,0,6.596707797,10.2,6.7,17.84885221,63.27057003,73.17327766,21.41292442,20.43891255
11001002802,0,0,0,8.811599881,10.5,8.5,20.03635629,61.40173702,71.07258938,35.15711645,25.56949066
11001008001,0,0,0,0.808378499,9.6,5.2,14.12688031,28.12295618,83.11026131,2.012491325,8.428338762
11001007903,0,0.528239184,0,1.35688836,10.9,8.9,14.30876815,76.27756859,97.68976898,27.86259542,26.6031746
